"x" "y"
"1" -0.0557457716204226 -0.0828890128339888
"2" 0.281430399976671 0.787198557657205
"3" 0.395336064510047 0.915962183357535
"4" -0.583721050061285 -0.931498563215104
"5" 0.91174350026995 0.312775271010912
"6" -0.212597858626395 -0.655840709498159
"7" 0.482231246307492 1.02271474455512
"8" 0.524441790301353 1.01971298471319
"9" 0.446204429026693 0.848275158205933
"10" -0.678231515921652 -0.786600080898502
"11" 0.824647886678576 0.569490867516633
"12" 0.96135470084846 0.285622701429233
"13" 0.539798006881028 0.832654062225483
"14" 0.206876481883228 0.690710437520715
"15" 0.737130105029792 0.733740599346878
"16" 0.869082863908261 0.44984059651921
"17" -0.774479620624334 -0.610841326315722
"18" 0.122224104125053 0.194931459220542
"19" -0.184633685741574 -0.647857425828932
"20" 0.41500676330179 1.01596627447534
"21" -0.0548830782063305 -0.0853670383554443
"22" 0.388322556857020 0.861388730949448
"23" -0.0846493155695498 -0.382106357977269
"24" 0.236041958909482 0.753649314148502
"25" 0.713662800379097 0.683284200794103
"26" 0.203203806653619 0.600827847094851
"27" 0.880205274093896 0.497855833336346
"28" -0.300146302208304 -0.913630604133848
"29" -0.208541424479336 -0.592683568591392
"30" -0.245737406425178 -0.78382753485651
"31" 0.332152139395475 0.879484234187528
"32" -0.70342292683199 -0.822787751281974
"33" -0.98512190580368 -0.127444775066799
"34" -0.0447296542115510 -0.0102313022085734
"35" -0.790386800654233 -0.547126986669613
"36" -0.44502490432933 -0.80857784740854
"37" 0.231415067333728 0.767464314251363
"38" -0.880870852153748 -0.523283847761301
"39" 0.496717520523816 0.965025559712564
"40" 0.502881728578359 0.910077337334043
"41" -0.395405275281519 -0.802700655020866
"42" -0.868881066329777 -0.433681571655806
"43" 0.901668567210436 0.362109885580752
"44" -0.357924261130393 -0.814242114712353
"45" -0.8813013327308 -0.327365043648684
"46" 0.938664007000625 0.184194186753024
"47" 0.745247893501073 0.805978830489922
"48" 0.229521989356726 0.618549690120571
"49" -0.149860527832061 -0.745143404992289
"50" -0.83759663393721 -0.370438571385715
"51" 0.0716184847988188 0.138334352671222
"52" -0.065611872356385 -0.253041605517699
"53" -0.74573327600956 -0.79429505988138
"54" 0.423029075376689 1.20396686111950
"55" 0.551023711450398 1.11868029775998
"56" -0.770449170842767 -0.647227198496512
"57" -0.44560705171898 -0.993974570420823
"58" 0.313659834209830 0.832556644417507
"59" -0.594187260605395 -0.86229407876354
"60" 0.362857413478196 0.98120089802898
"61" 0.219086239580065 0.67757664617618
"62" -0.389731403905898 -1.00335496407941
"63" -0.895650262478739 -0.30227223296557
"64" -0.494163335300982 -1.19639155078907
"65" -0.269074444659054 -0.630943458721577
"66" -0.0871588354930282 -0.194569421575492
"67" -0.938980142585933 -0.279886397356576
"68" 0.88220339640975 0.326533401036273
"69" 0.882940429262817 0.392898038777974
"70" 0.807750699110329 0.561506408924983
"71" -0.0719515671953559 -0.220258898509608
"72" 0.585473343729973 0.922980592089567
"73" -0.177805169485509 -0.603009474360751
"74" -0.227983237244189 -0.744145929272289
"75" -0.105047331657261 -0.340762480150198
"76" -0.393522494938225 -0.781530470120732
"77" 0.626922827214003 0.835966744552631
"78" -0.945721723604947 -0.269240658461852
"79" 0.389629639685154 0.987125136626807
"80" -0.425743321422487 -1.12812039376698
"81" -0.838416168931872 -0.539379292498281
"82" 0.0708390800282359 0.365702262798726
